simulation_id,mean_idx,cov_idx,n_samples,missingness_pct,actual_missingness_pct,mechanism,num_iterations,convergence_time,mu_error,sigma_error,true_mu,estimated_mu,true_sigma,estimated_sigma,dataset_file
42,1,0,500,0.2,0.2,MNAR,16,0.5853664875030518,2.8928971746075165,0.7650035451860239,"[10, 20, 30, 40]","[12.000669599720995, 19.85393974670741, 30.148784659709204, 42.07911152732308]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[5.038377022578465, 2.6101546316108966, 0.8916871382928884, 0.6631454043347952], [2.6101546316108966, 21.610325402112714, 4.387191002570434, 1.7025928694231327], [0.8916871382928884, 4.387191002570434, 14.743772978280495, 0.5680044156733527], [0.6631454043347952, 1.7025928694231327, 0.5680044156733527, 4.245467116153718]]",missing_MNAR_mean1_cov0_n500_miss20.csv
43,1,0,500,0.3,0.3,MCAR,52,2.604360342025757,0.44446510757035584,0.1281858238785253,"[10, 20, 30, 40]","[10.0793236099554, 19.71325115028732, 30.148784659709204, 39.70522004991037]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.582933579888927, 4.392831306048135, 1.9741983864703234, 3.3008396645957423], [4.392831306048135, 20.004032884869314, 2.9151629851418726, 6.109404788777009], [1.9741983864703234, 2.9151629851418726, 14.743772978280495, 1.1281503164918019], [3.3008396645957423, 6.109404788777009, 1.1281503164918019, 11.313824903008264]]",missing_MCAR_mean1_cov0_n500_miss30.csv
44,1,0,500,0.3,0.3,MAR,169,7.912856817245483,1.1050885270148576,0.2180710518360738,"[10, 20, 30, 40]","[10.0793236099554, 19.62676213206488, 31.036465237552196, 39.963098472543464]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.582933579888927, 5.578797940367935, 1.6604637708535603, 3.108086142408675], [5.578797940367935, 21.410592009140128, 4.302406720810375, 5.500823319063381], [1.6604637708535603, 4.302406720810375, 14.806987366718877, -1.0057481547408396], [3.108086142408675, 5.500823319063381, -1.0057481547408396, 11.605049581181097]]",missing_MAR_mean1_cov0_n500_miss30.csv
45,1,0,500,0.3,0.3,MNAR,28,1.330777883529663,4.3591438661246595,0.8796082112102166,"[10, 20, 30, 40]","[13.06757116913406, 19.85393974670741, 30.148784659709204, 43.090092538309015]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[3.866118736147111, 2.27666132945091, 0.7382089301703808, 0.27285268900693205], [2.27666132945091, 21.610325402112714, 4.387191002570434, 1.2674571708422049], [0.7382089301703808, 4.387191002570434, 14.743772978280495, -0.3566528342046931], [0.27285268900693205, 1.2674571708422049, -0.3566528342046931, 3.2753338623261627]]",missing_MNAR_mean1_cov0_n500_miss30.csv
46,1,0,1000,0.1,0.1,MCAR,10,0.516369104385376,0.2647169013894945,0.12455597551612352,"[10, 20, 30, 40]","[10.038325147698606, 20.037489374922124, 29.786251761299862, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.159586098009237, 4.851677445737156, 2.3058437593221544, 2.9868343109291478], [4.851677445737156, 18.344817138789214, 3.38057181751892, 6.035694902695072], [2.3058437593221544, 3.38057181751892, 15.257321095584462, 1.0021861110133226], [2.9868343109291478, 6.035694902695072, 1.0021861110133226, 12.372764985558037]]",missing_MCAR_mean1_cov0_n1000_miss10.csv
47,1,0,1000,0.1,0.1,MAR,22,1.1347906589508057,0.2622772110596532,0.16936280353934366,"[10, 20, 30, 40]","[10.018679481570084, 20.036648830231087, 29.78649398721225, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.08744534816384, 4.528407404441134, 2.028781637736829, 2.593459036976919], [4.528407404441134, 17.650311476956297, 3.8886013129324053, 5.541967942214533], [2.028781637736829, 3.8886013129324053, 15.673643364612877, 1.0099324167462904], [2.593459036976919, 5.541967942214533, 1.0099324167462904, 12.372764985558037]]",missing_MAR_mean1_cov0_n1000_miss10.csv
48,1,0,1000,0.1,0.1,MNAR,10,0.5117523670196533,1.5465208719253696,0.530126083109827,"[10, 20, 30, 40]","[11.042271175056772, 19.956926412174987, 31.132267553550303, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[6.236654030260805, 2.894006064326139, 0.7411709749438832, 1.6963409070191038], [2.894006064326139, 18.033762424715434, 2.5664626888408923, 6.016604657446402], [0.7411709749438832, 2.5664626888408923, 9.152280866644691, 0.8743094747177723], [1.6963409070191038, 6.016604657446402, 0.8743094747177723, 12.372764985558037]]",missing_MNAR_mean1_cov0_n1000_miss10.csv
49,1,0,1000,0.2,0.2,MCAR,21,1.6066157817840576,0.33776531243841573,0.1699071903532536,"[10, 20, 30, 40]","[10.205122839804924, 19.929908979000242, 29.78649398721225, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.333259005824598, 4.51801152051829, 1.8654191818242885, 2.7996758213511663], [4.51801152051829, 17.621467847592108, 3.749182232357774, 5.598769127991866], [1.8654191818242885, 3.749182232357774, 15.673643364612877, 1.0099324167462904], [2.7996758213511663, 5.598769127991866, 1.0099324167462904, 12.372764985558037]]",missing_MCAR_mean1_cov0_n1000_miss20.csv
50,1,0,1000,0.2,0.2,MAR,55,4.213210821151733,0.3625685957418171,0.177465855587425,"[10, 20, 30, 40]","[9.944649143020925, 20.2475782575221, 29.78649398721225, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[9.983400642366508, 4.3807748500784305, 2.3490288841612537, 2.9740353462433915], [4.3807748500784305, 18.004000217868672, 4.092243139051221, 4.891764387436838], [2.3490288841612537, 4.092243139051221, 15.673643364612877, 1.0099324167462904], [2.9740353462433915, 4.891764387436838, 1.0099324167462904, 12.372764985558037]]",missing_MAR_mean1_cov0_n1000_miss20.csv
51,1,0,1000,0.2,0.2,MNAR,19,1.3962137699127197,3.201658817826431,0.8118961529759529,"[10, 20, 30, 40]","[10.038325147698606, 19.956926412174987, 32.281553616296954, 42.24539709869185]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.159586098009237, 4.659957032185419, 1.0183108716229357, 1.2933967957776646], [4.659957032185419, 18.033762424715434, 1.7380075755766786, 2.2570375693428995], [1.0183108716229357, 1.7380075755766786, 6.491818440164303, 0.13223912624901035], [1.2933967957776646, 2.2570375693428995, 0.13223912624901035, 5.312269873747289]]",missing_MNAR_mean1_cov0_n1000_miss20.csv
52,1,0,1000,0.3,0.3,MCAR,39,3.6830952167510986,0.3324173310870865,0.1664351050741752,"[10, 20, 30, 40]","[10.144834079583635, 20.14975678864755, 29.78649398721225, 40.146671258792146]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.17866374030156, 5.199509209007791, 0.9327705486446956, 2.3524141606962763], [5.199509209007791, 18.500824406582957, 3.3015227440038, 6.153181681450456], [0.9327705486446956, 3.3015227440038, 15.673643364612877, 1.0099324167462904], [2.3524141606962763, 6.153181681450456, 1.0099324167462904, 12.372764985558037]]",missing_MCAR_mean1_cov0_n1000_miss30.csv
53,1,0,1000,0.3,0.3,MAR,154,11.185500144958496,0.286817176060789,0.1831875452006111,"[10, 20, 30, 40]","[10.16180621905538, 19.956926412174987, 29.78649398721225, 40.09296606097843]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[9.735459024519741, 4.325382573966802, 2.217838730401116, 2.1082902023091377], [4.325382573966802, 18.033762424715434, 3.789753687374348, 6.290882775327658], [2.217838730401116, 3.789753687374348, 15.673643364612877, 1.8075452759721675], [2.1082902023091377, 6.290882775327658, 1.8075452759721675, 11.791220487921453]]",missing_MAR_mean1_cov0_n1000_miss30.csv
54,1,0,1000,0.3,0.3,MNAR,32,2.851956605911255,5.189093543527364,1.21368942324813,"[10, 20, 30, 40]","[10.038325147698606, 23.84655686867634, 29.78649398721225, 43.476152819579944]","[[10, 5, 2, 3], [5, 20, 4, 6], [2, 4, 15, 1], [3, 6, 1, 12]]","[[10.159586098009237, 1.5505812730875896, 1.8389202074841868, 0.8216168704863585], [1.5505812730875896, 5.618124179339407, 1.5669980424398937, 0.6991028551524769], [1.8389202074841868, 1.5669980424398937, 15.673643364612877, 0.08125647538542745], [0.8216168704863585, 0.6991028551524769, 0.08125647538542745, 3.832052594882681]]",missing_MNAR_mean1_cov0_n1000_miss30.csv
55,1,1,500,0.1,0.1,MCAR,7,0.19625639915466309,0.11211824440401458,0.06842430397808683,"[10, 20, 30, 40]","[9.893088168066866, 19.99009040668212, 29.96811399666739, 39.99495582784922]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.018711059930185, 0.8198122425059122, 0.09824386076839794, 0.020285977732279876], [0.8198122425059122, 5.27175778819854, 1.251439224732423, 0.13936835762459346], [0.09824386076839794, 1.251439224732423, 4.488913530326352, 1.2868895993276763], [0.020285977732279876, 0.13936835762459346, 1.2868895993276763, 4.3305321985739855]]",missing_MCAR_mean1_cov1_n500_miss10.csv
56,1,1,500,0.1,0.1,MAR,19,0.37413668632507324,0.14937004626948355,0.07659874005439427,"[10, 20, 30, 40]","[9.934281647627003, 20.129563358328834, 29.96811399666739, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.127766254543021, 0.7386372612156406, 0.09710926836522545, 0.1569675199811486], [0.7386372612156406, 5.196958313017873, 1.1006856617074134, -0.42388629664873245], [0.09710926836522545, 1.1006856617074134, 4.488913530326352, 1.236407899994355], [0.1569675199811486, -0.42388629664873245, 1.236407899994355, 4.30032221229682]]",missing_MAR_mean1_cov1_n500_miss10.csv
57,1,1,500,0.1,0.1,MNAR,9,0.24000048637390137,0.9710491336692101,0.21568767775961864,"[10, 20, 30, 40]","[10.709062143848005, 19.99009040668212, 30.663234474577216, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[2.988360728531762, 0.3354555128308138, 0.058260003578382305, 0.15711554705872155], [0.3354555128308138, 5.27175778819854, 0.7337115494881294, 0.03202154317444101], [0.058260003578382305, 0.7337115494881294, 2.523996215610824, 0.7932823227996446], [0.15711554705872155, 0.03202154317444101, 0.7932823227996446, 4.30032221229682]]",missing_MNAR_mean1_cov1_n500_miss10.csv
58,1,1,500,0.2,0.2,MCAR,14,0.5321972370147705,0.07565047857549959,0.10589830541393407,"[10, 20, 30, 40]","[9.944218317590275, 19.950850177343057, 30.002562400257673, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.072437204740408, 0.6438911668258299, -0.14898812034666412, 0.128948064124643], [0.6438911668258299, 5.41445968222089, 1.6717967853069262, 0.31028335975088683], [-0.14898812034666412, 1.6717967853069262, 4.151813233284284, 1.1709608251524664], [0.128948064124643, 0.31028335975088683, 1.1709608251524664, 4.30032221229682]]",missing_MCAR_mean1_cov1_n500_miss20.csv
59,1,1,500,0.2,0.2,MAR,56,1.5653016567230225,0.15285796407793623,0.0871766081928172,"[10, 20, 30, 40]","[9.919195503663804, 19.99009040668212, 29.87135761716982, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.955768750374677, 0.9094905181581756, 0.09839757711443493, 0.23692077239804363], [0.9094905181581756, 5.27175778819854, 1.4477541280572188, 0.03202154317444101], [0.09839757711443493, 1.4477541280572188, 4.946566295192824, 1.6427661601217765], [0.23692077239804363, 0.03202154317444101, 1.6427661601217765, 4.30032221229682]]",missing_MAR_mean1_cov1_n500_miss20.csv
60,1,1,500,0.2,0.2,MNAR,15,0.6089310646057129,1.9354862539739572,0.296933263842929,"[10, 20, 30, 40]","[9.944218317590275, 21.433153810957908, 29.96811399666739, 41.2992493525717]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.072437204740408, 0.1058398815895788, 0.14879061839610608, 0.10054191768196662], [0.1058398815895788, 2.039993011215223, 0.41014605409215155, 0.03071557769641179], [0.14879061839610608, 0.41014605409215155, 4.488913530326352, 0.6253359397697978], [0.10054191768196662, 0.03071557769641179, 0.6253359397697978, 1.698298738297909]]",missing_MNAR_mean1_cov1_n500_miss20.csv
61,1,1,500,0.3,0.3,MCAR,38,1.8274405002593994,0.05575411464209009,0.09582468534394578,"[10, 20, 30, 40]","[9.962746661129223, 19.99009040668212, 29.96213996633885, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.794167778521353, 0.9542505938652107, 0.08819378012410897, -0.3308160846290915], [0.9542505938652107, 5.27175778819854, 1.1130039530198137, 0.03202154317444101], [0.08819378012410897, 1.1130039530198137, 3.8087830266476854, 0.8272150061305102], [-0.3308160846290915, 0.03202154317444101, 0.8272150061305102, 4.30032221229682]]",missing_MCAR_mean1_cov1_n500_miss30.csv
62,1,1,500,0.3,0.3,MAR,184,9.8726327419281,0.4308099619944281,0.14785167317298936,"[10, 20, 30, 40]","[9.574722578211565, 19.99009040668212, 29.933299100628677, 40.01375237630205]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.526265025899072, 0.8350204023648032, -0.9480624433656364, 0.8602502732240223], [0.8350204023648032, 5.27175778819854, 1.0571637013562487, 0.03202154317444101], [-0.9480624433656364, 1.0571637013562487, 3.8712940341456967, 1.2656389958622172], [0.8602502732240223, 0.03202154317444101, 1.2656389958622172, 4.30032221229682]]",missing_MAR_mean1_cov1_n500_miss30.csv
63,1,1,500,0.3,0.3,MNAR,24,1.1804723739624023,2.8198868500017866,0.34962533161843334,"[10, 20, 30, 40]","[9.944218317590275, 19.99009040668212, 31.970748927132707, 42.016110293829705]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.072437204740408, 0.7787951137443265, -0.23187808951967978, 0.1950887960869241], [0.7787951137443265, 5.27175778819854, 0.3940434343095232, 0.08089935637812454], [-0.23187808951967978, 0.3940434343095232, 1.2381810276864067, 0.13463481440014147], [0.1950887960869241, 0.08089935637812454, 0.13463481440014147, 1.1874120834668986]]",missing_MNAR_mean1_cov1_n500_miss30.csv
64,1,1,1000,0.1,0.1,MCAR,7,0.40230226516723633,0.1357642011233309,0.06217665373288021,"[10, 20, 30, 40]","[10.067346732061637, 20.032428082395324, 30.00798153507313, 40.11305330847575]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[5.061073193966685, 1.1549606584548706, 0.5325607864005726, 0.24113839125821965], [1.1549606584548706, 4.877393619416682, 1.142446166586404, 0.2036009613018382], [0.5325607864005726, 1.142446166586404, 5.261881092617682, 1.0639102307596706], [0.24113839125821965, 0.2036009613018382, 1.0639102307596706, 4.8022245752029855]]",missing_MCAR_mean1_cov1_n1000_miss10.csv
65,1,1,1000,0.1,0.1,MAR,19,0.7256755828857422,0.14283619271787792,0.06862301283656988,"[10, 20, 30, 40]","[10.046944130130672, 20.103908565071883, 30.00798153507313, 40.08566056151457]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.99040639576851, 1.0755570043400144, 0.5296531379808351, 0.3412580552219164], [1.0755570043400144, 4.669355884671553, 0.807546139283938, 0.23136521549350927], [0.5296531379808351, 0.807546139283938, 5.261881092617682, 1.0906715918252485], [0.3412580552219164, 0.23136521549350927, 1.0906715918252485, 4.843287551096761]]",missing_MAR_mean1_cov1_n1000_miss10.csv
66,1,1,1000,0.1,0.1,MNAR,9,0.46799302101135254,1.1181908801739608,0.18644730852404248,"[10, 20, 30, 40]","[10.793897236769533, 20.096148722637224, 30.77333847345896, 40.11305330847575]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[3.0290589882969154, 0.6752413155669369, 0.15354118328830224, 0.17364621419424242], [0.6752413155669369, 4.842455925625471, 0.49130432316226, 0.11639844863431022], [0.15354118328830224, 0.49130432316226, 3.034244994593848, 0.6657419801567472], [0.17364621419424242, 0.11639844863431022, 0.6657419801567472, 4.8022245752029855]]",missing_MNAR_mean1_cov1_n1000_miss10.csv
67,1,1,1000,0.2,0.2,MCAR,14,1.0652439594268799,0.09785396159404909,0.06574604841123433,"[10, 20, 30, 40]","[10.015943018579765, 20.096148722637224, 30.00798153507313, 40.00359669171898]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.954513187333087, 1.1200170196456156, 0.47086393410249966, 0.1935137515906388], [1.1200170196456156, 4.842455925625471, 0.9784455225561087, 0.4341864595387071], [0.47086393410249966, 0.9784455225561087, 5.261881092617682, 1.0220684548815802], [0.1935137515906388, 0.4341864595387071, 1.0220684548815802, 4.708397368223581]]",missing_MCAR_mean1_cov1_n1000_miss20.csv
68,1,1,1000,0.2,0.2,MAR,56,3.195298433303833,0.14054481001447766,0.052270867837369,"[10, 20, 30, 40]","[10.046944130130672, 20.096148722637224, 29.918904084122115, 40.04156883245218]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.99040639576851, 1.0933919119838176, 0.2812643525880838, 0.29594775256100936], [1.0933919119838176, 4.842455925625471, 1.1686911950246597, 0.2384189997117404], [0.2812643525880838, 1.1686911950246597, 4.923377361572559, 1.2305579705655352], [0.29594775256100936, 0.2384189997117404, 1.2305579705655352, 4.79770561418638]]",missing_MAR_mean1_cov1_n1000_miss20.csv
69,1,1,1000,0.2,0.2,MNAR,13,0.9313483238220215,2.089183582849495,0.28414095580463616,"[10, 20, 30, 40]","[10.046944130130672, 21.50564228508068, 31.44317169814054, 40.11305330847575]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.99040639576851, 0.3946720422071113, 0.2319307066319847, 0.22957467766370115], [0.3946720422071113, 1.8395742191353885, 0.22363772548391342, 0.07008245374535887], [0.2319307066319847, 0.22363772548391342, 2.1560717477876, 0.557351999215075], [0.22957467766370115, 0.07008245374535887, 0.557351999215075, 4.8022245752029855]]",missing_MNAR_mean1_cov1_n1000_miss20.csv
70,1,1,1000,0.3,0.3,MCAR,36,3.3895716667175293,0.252883903907191,0.06770372761442162,"[10, 20, 30, 40]","[10.046944130130672, 20.20307336695515, 30.087901504980305, 40.11305330847575]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.99040639576851, 1.323478059711074, 0.40518665024253014, 0.22957467766370115], [1.323478059711074, 4.737925024947199, 0.6431317037346478, 0.18458118421475955], [0.40518665024253014, 0.6431317037346478, 5.296815112746593, 0.9239283739437681], [0.22957467766370115, 0.18458118421475955, 0.9239283739437681, 4.8022245752029855]]",missing_MCAR_mean1_cov1_n1000_miss30.csv
71,1,1,1000,0.3,0.3,MAR,115,8.394709825515747,0.1623897744719941,0.06202705059844011,"[10, 20, 30, 40]","[10.046944130130672, 20.096148722637224, 30.090217553629138, 40.08235838543672]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[4.99040639576851, 1.0933919119838176, 0.2620685449711966, 0.32805453270913687], [1.0933919119838176, 4.842455925625471, 0.8419988871404351, 0.2588796160687048], [0.2620685449711966, 0.8419988871404351, 5.386505893131077, 0.6437666683241094], [0.32805453270913687, 0.2588796160687048, 0.6437666683241094, 4.946990379256753]]",missing_MAR_mean1_cov1_n1000_miss30.csv
72,1,1,1000,0.3,0.3,MNAR,24,2.1798970699310303,3.1036661485991885,0.3245297041082856,"[10, 20, 30, 40]","[12.214555339299375, 22.171553235746643, 30.00798153507313, 40.11305330847575]","[[5, 1, 0, 0], [1, 5, 1, 0], [0, 1, 5, 1], [0, 0, 1, 5]]","[[1.5925231074523785, 0.1873637559354286, 0.058695873709011595, 0.07495212104452527], [0.1873637559354286, 1.3525341237307216, 0.4567772146884812, -0.03133737031803056], [0.058695873709011595, 0.4567772146884812, 5.261881092617682, 1.0639102307596706], [0.07495212104452527, -0.03133737031803056, 1.0639102307596706, 4.8022245752029855]]",missing_MNAR_mean1_cov1_n1000_miss30.csv
